number,date,VCRIX,CRIX
836,2018/8/15,534.4619127,15362.86834
835,2018/8/14,528.635312,15653.08681
834,2018/8/13,549.7625359,16251.41589
833,2018/8/12,567.8034642,16038.80728
832,2018/8/11,525.5725454,16289.25141
831,2018/8/10,527.9990305,17390.08309
830,2018/8/9,433.0757061,16714.54837
829,2018/8/8,406.1753099,18144.30801
828,2018/8/7,415.2808203,19023.26395
827,2018/8/6,432.391608,19356.84451
826,2018/8/5,407.07538,19189.28253
825,2018/8/4,423.4313267,20085.63202
824,2018/8/3,432.7727485,20165.15865
823,2018/8/2,445.2586803,20549.67333
822,2018/8/1,405.2111762,20869.60012
821,2018/7/31,405.2111762,22028.87432
820,2018/7/30,422.3329473,22294.20274
819,2018/7/29,440.3092486,22284.0277
818,2018/7/28,454.5619356,22222.07994
817,2018/7/27,462.0726489,21774.81724
816,2018/7/26,471.7698695,22322.25324
815,2018/7/25,415.1484608,22831.83629
814,2018/7/24,430.4787713,21237.08262
813,2018/7/23,448.2533057,20890.96163
812,2018/7/22,464.46304,20934.1194
811,2018/7/21,458.0961603,20596.57879
810,2018/7/20,477.3936503,21373.8021
809,2018/7/19,494.2138431,21362.00122
808,2018/7/18,460.7482631,21602.36098
807,2018/7/17,406.0655546,20293.19577
806,2018/7/16,415.4178551,18938.15797
805,2018/7/15,433.0783147,18489.57333
804,2018/7/14,450.854486,18453.04859
803,2018/7/13,453.479145,18278.50638
802,2018/7/12,470.4430904,18798.72259
801,2018/7/11,418.2541351,18513.14303
800,2018/7/10,426.5569441,19712.33827
799,2018/7/9,442.5848565,20111.70291
798,2018/7/8,454.1789293,20270.65502
797,2018/7/7,473.5074984,19789.17462
796,2018/7/6,492.1589416,19752.80234
795,2018/7/5,512.2909623,19886.29039
794,2018/7/4,527.9027342,19672.02393
793,2018/7/3,515.1499573,20023.71424
792,2018/7/2,535.7085965,18985.64819
791,2018/7/1,545.8111262,19112.83607
790,2018/6/30,545.8111262,18483.00886
789,2018/6/29,536.8114757,17714.35831
788,2018/6/28,556.7809597,18541.36339
787,2018/6/27,545.7837675,18228.69407
786,2018/6/26,567.6798232,19117.31872
785,2018/6/25,584.9505649,18858.89815
784,2018/6/24,609.0258357,19236.5515
783,2018/6/23,477.6946604,19016.68159
782,2018/6/22,496.105521,21149.42438
781,2018/6/21,516.0151532,21321.10834
780,2018/6/20,536.1356778,21450.24732
779,2018/6/19,544.3315822,21134.4935
778,2018/6/18,565.5848858,20305.87702
777,2018/6/17,589.0458097,20490.38231
776,2018/6/16,583.2821762,20281.32228
775,2018/6/15,566.865151,21256.30235
774,2018/6/14,566.7084105,20003.55753
773,2018/6/13,537.163505,20841.71742
772,2018/6/12,556.9963252,22163.66605
771,2018/6/11,403.3811746,21757.76606
770,2018/6/10,411.1792651,24224.50338
769,2018/6/9,425.9435065,24714.61062
768,2018/6/8,443.9126864,24958.91739
767,2018/6/7,462.4900452,24957.96713
766,2018/6/6,477.8196073,24998.55928
765,2018/6/5,479.0001361,24493.39897
764,2018/6/4,493.2978711,25325.67832
763,2018/6/3,507.5123294,24731.1309
762,2018/6/2,528.9507013,24106.17392
761,2018/6/1,548.3455527,23939.0156
760,2018/5/31,548.3455527,23494.87395
759,2018/5/30,517.0923039,23686.37178
758,2018/5/29,476.315591,22109.11795
757,2018/5/28,494.8438132,23590.06629
756,2018/5/27,513.2518871,23795.06782
755,2018/5/26,526.7507085,24066.49875
754,2018/5/25,541.8020614,24609.51746
753,2018/5/24,485.4082072,23995.07506
752,2018/5/23,453.7574343,25891.09714
751,2018/5/22,466.7227407,27440.87567
750,2018/5/21,468.8895027,27934.04266
749,2018/5/20,487.7879394,26892.88316
748,2018/5/19,503.8264937,27044.56321
747,2018/5/18,493.6949396,26429.30847
746,2018/5/17,512.1971454,27690.04233
745,2018/5/16,510.0511236,27983.7833
744,2018/5/15,530.9273863,29115.71744
743,2018/5/14,538.7054408,29243.11465
742,2018/5/13,559.0767147,28148.73795
741,2018/5/12,504.2139095,27634.15668
740,2018/5/11,499.5562302,29828.90734
739,2018/5/10,520.8067666,31102.09306
738,2018/5/9,538.0300264,31027.32244
737,2018/5/8,543.3025192,31565.56798
736,2018/5/7,559.8966259,32750.57607
735,2018/5/6,577.1233337,33430.97631
734,2018/5/5,601.5093802,32491.57092
733,2018/5/4,599.0034968,32510.02033
732,2018/5/3,622.283738,30722.88554
731,2018/5/2,648.5654153,30191.75528
730,2018/5/1,661.3806313,30253.64684
729,2018/4/30,661.3806313,31331.35692
728,2018/4/29,671.6975087,30639.1297
727,2018/4/28,690.0758724,29147.5142
726,2018/4/27,690.5156378,29977.15552
725,2018/4/26,580.3038967,28205.37682
724,2018/4/25,517.3517882,31671.65866
723,2018/4/24,531.240124,28951.205
722,2018/4/23,553.7615692,28062.72042
721,2018/4/22,574.2861961,28026.61972
720,2018/4/21,570.8420495,27597.5128
719,2018/4/20,571.7454138,26061.92158
718,2018/4/19,570.4709209,24779.08693
717,2018/4/18,592.0733128,23530.92459
716,2018/4/17,609.0543634,23830.16875
715,2018/4/16,607.1135742,24411.88024
714,2018/4/15,632.8530102,23117.80423
713,2018/4/14,659.6881455,22979.6367
712,2018/4/13,534.806676,22991.21312
711,2018/4/12,544.584506,20358.72617
710,2018/4/11,566.6994617,19614.47594
709,2018/4/10,585.7951932,19371.72905
708,2018/4/9,607.493567,19728.02934
707,2018/4/8,622.995769,19339.46774
706,2018/4/7,630.990062,18693.65941
705,2018/4/6,657.7138038,19441.45843
704,2018/4/5,592.239287,19325.09202
703,2018/4/4,573.0939155,21186.73729
702,2018/4/3,586.9184233,19836.73083
701,2018/4/2,599.3911481,19179.86259
700,2018/4/1,624.8762588,19758.65729
699,2018/3/31,624.8762588,19662.32317
698,2018/3/30,497.884931,19945.99544
697,2018/3/29,519.0741278,22405.46443
696,2018/3/28,504.3517372,22292.8564
695,2018/3/27,490.0623349,23470.5622
694,2018/3/26,509.2080034,24673.69199
693,2018/3/25,523.3849804,24925.72827
692,2018/3/24,545.5750339,25480.90994
691,2018/3/23,555.1150827,25434.69966
690,2018/3/22,578.7470839,26253.72355
689,2018/3/21,599.899794,26146.83332
688,2018/3/20,588.8568337,25557.1946
687,2018/3/19,613.9219793,24013.64324
686,2018/3/18,591.1495884,23938.24955
685,2018/3/17,616.0279106,25576.65807
684,2018/3/16,642.2502667,25339.2001
683,2018/3/15,538.4591408,25265.76598
682,2018/3/14,560.3686227,28246.69759
681,2018/3/13,572.9050581,28409.14445
680,2018/3/12,565.6859911,29277.38383
679,2018/3/11,568.3417445,27605.30285
678,2018/3/10,592.4032092,28802.07962
677,2018/3/9,573.9047996,28823.83893
676,2018/3/8,542.2354682,30696.70095
675,2018/3/7,522.1780389,32911.62332
674,2018/3/6,544.3929896,34946.61018
673,2018/3/5,567.1836158,34851.2297
672,2018/3/4,591.3157257,34542.5149
671,2018/3/3,616.4668216,34373.0474
670,2018/3/2,634.0445623,34186.74082
669,2018/3/1,645.2374316,33050.14601
668,2018/2/28,645.2374316,34345.64498
667,2018/2/27,660.1516837,33724.08675
666,2018/2/26,687.8418098,32282.40118
665,2018/2/25,689.32612,32015.47341
664,2018/2/24,705.6835856,33774.23807
663,2018/2/23,734.1163979,32399.78765
662,2018/2/22,763.5856442,36690.59834
661,2018/2/21,795.0951602,36983.0935
660,2018/2/20,822.1709244,37130.18792
659,2018/2/19,832.9050044,35841.86338
658,2018/2/18,849.5821847,37914.44971
657,2018/2/17,885.3814803,35814.37807
656,2018/2/16,916.546281,35447.94334
655,2018/2/15,913.5836789,34142.12374
654,2018/2/14,948.2631453,30889.20396
653,2018/2/13,968.4941644,32006.79571
652,2018/2/12,996.9921373,29718.34312
651,2018/2/11,1039.345013,31282.48985
650,2018/2/10,1059.297652,31198.67834
649,2018/2/9,1056.220809,28990.84918
648,2018/2/8,1092.763614,26497.8278
647,2018/2/7,1051.246862,27411.28287
646,2018/2/6,843.8326043,24039.06858
645,2018/2/5,814.8674649,29516.75724
644,2018/2/4,843.9263175,32465.31762
643,2018/2/3,854.7594275,31452.83534
642,2018/2/2,784.528445,33370.50543
641,2018/2/1,814.8723418,37667.68313
640,2018/1/31,814.8723418,36777.1191
639,2018/1/30,848.9464093,41288.77912
638,2018/1/29,864.3151925,41566.84607
637,2018/1/28,884.2162117,43686.10855
636,2018/1/27,914.982159,41243.26254
635,2018/1/26,948.0524083,39776.82789
634,2018/1/25,988.2134765,40621.42797
633,2018/1/24,1024.806055,40651.45077
632,2018/1/23,1068.108804,39023.13863
631,2018/1/22,1085.172401,39294.88978
630,2018/1/21,1040.302851,41822.08255
629,2018/1/20,1024.271958,47623.77815
628,2018/1/19,1067.739299,42675.47842
627,2018/1/18,1101.247489,42348.09815
626,2018/1/17,1148.125733,40692.53904
625,2018/1/16,731.6437832,40778.26805
624,2018/1/15,748.2764758,52535.52603
623,2018/1/14,750.4979906,54769.62015
622,2018/1/13,773.3507725,57821.91428
621,2018/1/12,759.9327756,55542.84586
620,2018/1/11,708.6276762,51050.86457
619,2018/1/10,736.2565483,56403.97559
618,2018/1/9,758.2570093,57166.86602
617,2018/1/8,747.2213129,57504.48488
616,2018/1/7,778.5662782,62848.82399
615,2018/1/6,771.2704378,62895.25939
614,2018/1/5,804.013968,58899.68348
613,2018/1/4,835.9828867,58500.8183
612,2018/1/3,825.5966976,56888.01301
611,2018/1/2,812.7909151,51843.04291
610,2018/1/1,844.3460068,47588.09681
609,2017/12/31,844.3460068,48365.44489
608,2017/12/30,817.3924264,44812.19088
607,2017/12/29,846.1830997,48048.23896
606,2017/12/28,844.9675258,44592.60315
605,2017/12/27,878.6111198,47111.28421
604,2017/12/26,820.9026939,47440.63791
603,2017/12/25,855.8178751,42875.22529
602,2017/12/24,872.0055778,42768.68179
601,2017/12/23,847.8750694,44805.40925
600,2017/12/22,613.8666642,40537.65707
599,2017/12/21,631.9374525,47949.28581
598,2017/12/20,655.9308967,48494.25505
597,2017/12/19,683.830755,49205.10296
596,2017/12/18,700.150435,48795.65841
595,2017/12/17,729.0548121,46807.97194
594,2017/12/16,719.6551363,46296.36243
593,2017/12/15,744.8097688,43101.33917
592,2017/12/14,747.3187283,41990.06991
591,2017/12/13,778.3025868,39402.84099
590,2017/12/12,747.6880655,39636.24926
589,2017/12/11,707.4062214,36621.45502
588,2017/12/10,736.7734292,33368.48
587,2017/12/9,729.1202959,33264.96143
586,2017/12/8,753.1878723,35770.83609
585,2017/12/7,487.1728119,37055.04575
584,2017/12/6,466.107218,30382.40255
583,2017/12/5,472.566487,28773.2363
582,2017/12/4,475.2250903,27655.83851
581,2017/12/3,494.6446771,26167.41196
580,2017/12/2,514.6557544,25874.83554
579,2017/12/1,504.923875,25927.54245
578,2017/11/30,504.923875,24251.7514
577,2017/11/29,427.725067,22897.33783
576,2017/11/28,427.1504675,24760.17497
575,2017/11/27,413.1664171,23907.72668
574,2017/11/26,400.1996762,22919.62122
573,2017/11/25,392.3509733,21905.81003
572,2017/11/24,386.0458364,21194.79377
571,2017/11/23,400.4298984,20410.34226
570,2017/11/22,401.8234285,19878.16303
569,2017/11/21,413.5369734,19168.40772
568,2017/11/20,420.2256356,19465.44935
567,2017/11/19,435.7510711,18905.10396
566,2017/11/18,451.0775761,18695.30912
565,2017/11/17,467.9636629,18354.36197
564,2017/11/16,475.9688804,17895.23672
563,2017/11/15,449.4932667,17597.77305
562,2017/11/14,446.263505,16735.34732
561,2017/11/13,412.3759217,16177.24516
560,2017/11/12,367.728137,15572.37612
559,2017/11/11,383.2400514,16115.4187
558,2017/11/10,324.6062752,15757.68675
557,2017/11/9,336.9862875,16446.62962
556,2017/11/8,307.789195,16507.90108
555,2017/11/7,320.5197287,15772.90539
554,2017/11/6,320.9549767,15659.3479
553,2017/11/5,334.5770019,16013.31679
552,2017/11/4,348.7117232,15970.58528
551,2017/11/3,338.1319909,15880.48926
550,2017/11/2,332.0355169,15414.63154
549,2017/11/1,333.5854824,14869.46128
548,2017/10/31,333.5854824,14449.91273
547,2017/10/30,347.730629,14128.95835
546,2017/10/29,319.2898345,14120.67111
545,2017/10/28,332.6449988,13384.0713
544,2017/10/27,345.7067315,13401.49457
543,2017/10/26,357.9331795,13499.62767
542,2017/10/25,370.9883814,13269.61142
541,2017/10/24,372.7479886,13060.16602
540,2017/10/23,383.4413264,13498.83297
539,2017/10/22,397.2966579,13661.53782
538,2017/10/21,414.1451338,13776.53292
537,2017/10/20,428.8772489,13681.07088
536,2017/10/19,447.1009301,13392.08601
535,2017/10/18,461.2896663,13334.0485
534,2017/10/17,474.6764602,13508.31173
533,2017/10/16,494.7764499,13787.9659
532,2017/10/15,515.7765614,13778.89211
531,2017/10/14,537.5836234,13755.63413
530,2017/10/13,511.358134,13656.60741
529,2017/10/12,498.0949975,12843.38558
528,2017/10/11,518.9492385,12130.89593
527,2017/10/10,540.078849,12025.67707
526,2017/10/9,562.8476161,11895.33619
525,2017/10/8,583.0941917,11894.59466
524,2017/10/7,606.9493476,11611.42932
523,2017/10/6,630.1156676,11471.4909
522,2017/10/5,655.7082965,11261.46929
521,2017/10/4,679.5481602,11097.64041
520,2017/10/3,704.8557547,11269.10546
519,2017/10/2,734.7389906,11443.18063
518,2017/10/1,765.7617317,11446.25358
517,2017/9/30,765.7617317,11351.10731
516,2017/9/29,796.6318075,10962.45445
515,2017/9/28,829.2906613,11058.24492
514,2017/9/27,837.9057403,11366.70984
513,2017/9/26,872.5826777,10782.65852
512,2017/9/25,898.6778769,10998.04874
511,2017/9/24,935.3849551,10614.3014
510,2017/9/23,950.320644,10486.47192
509,2017/9/22,989.8707475,9819.529171
508,2017/9/21,998.3493646,9921.039778
507,2017/9/20,1039.964015,10617.02311
506,2017/9/19,1080.823979,10707.75546
505,2017/9/18,998.6383427,10885.06266
504,2017/9/17,1040.928408,9534.629771
503,2017/9/16,1085.171095,9692.35801
502,2017/9/15,1014.024124,9689.39634
501,2017/9/14,581.9729512,8414.229044
500,2017/9/13,570.1717219,10679.09454
499,2017/9/12,592.0748054,11275.29239
498,2017/9/11,616.4605862,11404.71412
497,2017/9/10,633.6032205,11274.79004
496,2017/9/9,658.3728801,11575.23722
495,2017/9/8,632.3617672,11712.46071
494,2017/9/7,657.716656,12563.53995
493,2017/9/6,671.9181836,12676.01669
492,2017/9/5,685.2761343,12168.50941
491,2017/9/4,601.4179219,11664.57768
490,2017/9/3,625.1300919,12906.76591
489,2017/9/2,569.3018777,12697.92575
488,2017/9/1,587.3148791,13808.64474
487,2017/8/31,587.3148791,13429.87437
486,2017/8/30,581.4443967,12967.58326
485,2017/8/29,575.6885552,12495.41178
484,2017/8/28,588.6347494,12058.48002
483,2017/8/27,612.837051,11794.96119
482,2017/8/26,636.516518,11694.48995
481,2017/8/25,661.5415002,11725.91628
480,2017/8/24,689.2597867,11564.37369
479,2017/8/23,711.8932521,11462.22627
478,2017/8/22,735.3989949,11245.48521
477,2017/8/21,754.1419819,11044.57813
476,2017/8/20,781.0098639,10786.31674
475,2017/8/19,813.9912308,10908.49895
474,2017/8/18,782.9600086,10825.76524
473,2017/8/17,807.3417927,11461.10211
472,2017/8/16,829.3639697,11178.88397
471,2017/8/15,858.2166015,10841.25679
470,2017/8/14,888.1895455,10996.69307
469,2017/8/13,921.0785247,10730.41976
468,2017/8/12,942.7104225,10506.97468
467,2017/8/11,957.4573657,10143.83472
466,2017/8/10,998.1873768,9724.775687
465,2017/8/9,1034.044113,9675.119116
464,2017/8/8,1054.765463,9823.91339
463,2017/8/7,1079.363455,9400.209729
462,2017/8/6,1124.863413,9028.204969
461,2017/8/5,974.4439187,9031.68124
460,2017/8/4,1014.569914,8046.949453
459,2017/8/3,1048.091966,7950.68222
458,2017/8/2,1086.996012,7728.258095
457,2017/8/1,1132.968234,7850.188933
456,2017/7/31,1132.968234,7768.842015
455,2017/7/30,1175.13351,7476.493672
454,2017/7/29,1224.443355,7588.339329
453,2017/7/28,1275.601786,7818.24689
452,2017/7/27,1321.962479,7500.814913
451,2017/7/26,1372.221624,7247.405886
450,2017/7/25,1349.066421,7395.440267
449,2017/7/24,1406.479717,8033.30774
448,2017/7/23,1459.237993,8002.204611
447,2017/7/22,1484.099208,8198.274529
446,2017/7/21,1539.358782,7692.374026
445,2017/7/20,1369.919942,7905.069245
444,2017/7/19,1370.440348,6714.146519
443,2017/7/18,1337.020025,7164.820328
442,2017/7/17,1125.819373,6531.017101
441,2017/7/16,1085.942943,5623.179906
440,2017/7/15,960.4300082,6032.488712
439,2017/7/14,942.135716,6736.247492
438,2017/7/13,957.7376698,7146.693881
437,2017/7/12,909.0135337,7393.320375
436,2017/7/11,914.9263414,6875.790368
435,2017/7/10,734.3414237,7136.984065
434,2017/7/9,746.3575338,7917.250716
433,2017/7/8,772.0311481,8130.531826
432,2017/7/7,684.2512745,7951.656711
431,2017/7/6,713.1987727,8553.752625
430,2017/7/5,742.1028927,8550.877834
429,2017/7/4,773.6634521,8594.197893
428,2017/7/3,805.9314603,8560.348103
427,2017/7/2,808.2402858,8475.134436
426,2017/7/1,799.2281553,8094.944699
425,2017/6/30,799.2281553,8471.914468
424,2017/6/29,815.5009569,8791.333193
423,2017/6/28,811.1761078,9044.482529
422,2017/6/27,832.431317,8566.338169
421,2017/6/26,764.3070234,8299.52413
420,2017/6/25,773.9646138,8932.880649
419,2017/6/24,750.0416356,9239.952616
418,2017/6/23,777.338438,9736.267638
417,2017/6/22,810.4059966,9545.910285
416,2017/6/21,788.1053496,9510.895953
415,2017/6/20,802.0382318,10024.29445
414,2017/6/19,830.4734711,9736.022248
413,2017/6/18,850.6879868,9487.431551
412,2017/6/17,829.7542031,9741.479719
411,2017/6/16,852.4988054,9162.902799
410,2017/6/15,876.4138212,8879.28907
409,2017/6/14,793.8517886,9067.913157
408,2017/6/13,824.9792587,9868.508772
407,2017/6/12,835.4760435,9732.891486
406,2017/6/11,856.9768386,9944.817377
405,2017/6/10,847.2327499,9636.301089
404,2017/6/9,878.8487715,9092.978335
403,2017/6/8,902.4909394,8893.548384
402,2017/6/7,889.1782495,8589.570359
401,2017/6/6,887.4726982,9073.520371
400,2017/6/5,903.4102596,8594.798119
399,2017/6/4,927.1764342,8246.037891
398,2017/6/3,966.6334087,7975.585629
397,2017/6/2,1003.9591,7940.360402
396,2017/6/1,1007.057329,7787.903648
395,2017/5/31,1007.057329,7313.223775
394,2017/5/30,1047.266935,6868.993716
393,2017/5/29,1054.073347,6863.330548
392,2017/5/28,1029.611244,6522.083546
391,2017/5/27,969.9624597,6083.235315
390,2017/5/26,952.0420443,6619.194665
389,2017/5/25,906.312852,6928.013758
388,2017/5/24,859.8333186,7518.10555
387,2017/5/23,695.424599,7153.138129
386,2017/5/22,713.1970985,6520.295185
385,2017/5/21,701.5810258,6480.957443
384,2017/5/20,715.2570795,6194.483501
383,2017/5/19,593.6956719,5997.808228
382,2017/5/18,523.6223426,5672.18302
381,2017/5/17,500.0007426,5491.978204
380,2017/5/16,520.9403377,4809.959454
379,2017/5/15,541.8086407,4809.959454
378,2017/5/14,561.537918,4798.105983
377,2017/5/13,573.477756,4722.396443
376,2017/5/12,558.2818949,4605.278094
375,2017/5/11,574.7943664,4687.249195
374,2017/5/10,578.5235463,4612.844658
373,2017/5/9,602.9812722,4428.155178
372,2017/5/8,574.52589,4502.155158
371,2017/5/7,595.8267181,4170.183366
370,2017/5/6,578.4707731,4030.507623
369,2017/5/5,600.3685858,3850.648383
368,2017/5/4,523.8690487,3783.459057
367,2017/5/3,490.7161096,3547.618448
366,2017/5/2,504.3456106,3393.758248
365,2017/5/1,521.1284269,3332.326765
364,2017/4/30,521.1284269,3279.401557
363,2017/4/29,541.67161,3174.96872
362,2017/4/28,539.2710269,3126.650667
361,2017/4/27,424.3409787,3022.018828
360,2017/4/26,407.8685162,2855.879138
359,2017/4/25,423.8616927,2778.740113
358,2017/4/24,441.8904532,2753.620474
357,2017/4/23,460.5558969,2743.754497
356,2017/4/22,479.3080111,2729.593503
355,2017/4/21,499.2145345,2729.839298
354,2017/4/20,498.4135559,2723.446755
353,2017/4/19,512.2038533,2654.447674
352,2017/4/18,528.0015241,2681.231545
351,2017/4/17,548.1563219,2644.034824
350,2017/4/16,571.3659724,2614.743913
349,2017/4/15,595.4567708,2610.940695
348,2017/4/14,619.445313,2597.485282
347,2017/4/13,636.7051798,2601.977407
346,2017/4/12,661.694111,2641.438344
345,2017/4/11,688.8379326,2614.805563
344,2017/4/10,717.4443494,2591.44745
343,2017/4/9,747.8913861,2569.966759
342,2017/4/8,779.6399594,2566.78912
341,2017/4/7,811.9073371,2558.873333
340,2017/4/6,837.424139,2558.887114
339,2017/4/5,867.400561,2503.753756
338,2017/4/4,903.9142564,2465.448703
337,2017/4/3,939.1075523,2458.333487
336,2017/4/2,965.7928885,2514.041781
335,2017/4/1,1006.375415,2393.698718
334,2017/3/31,1006.375415,2373.523009
333,2017/3/30,1049.098743,2298.285798
332,2017/3/29,1093.315972,2287.400008
331,2017/3/28,1139.837923,2274.159845
330,2017/3/27,1094.724784,2255.370147
329,2017/3/26,1137.915514,2126.429602
328,2017/3/25,1180.813469,2150.213194
327,2017/3/24,1144.040055,2119.584593
326,2017/3/23,1192.018021,2192.294259
325,2017/3/22,1174.659714,2182.747341
324,2017/3/21,1163.705413,2306.76126
323,2017/3/20,1212.941176,2180.848486
322,2017/3/19,1179.653275,2183.457377
321,2017/3/18,975.421621,1977.231594
320,2017/3/17,752.408092,2251.305762
319,2017/3/16,769.5916994,2445.149731
318,2017/3/15,793.8792227,2469.096568
317,2017/3/14,827.6603607,2390.494307
316,2017/3/13,853.2611092,2375.375331
315,2017/3/12,854.7303067,2305.094901
314,2017/3/11,768.5631112,2206.020879
313,2017/3/10,671.8676999,2037.310122
312,2017/3/9,666.7181196,2172.778481
311,2017/3/8,512.0679433,2090.558155
310,2017/3/7,472.8521178,2248.391678
309,2017/3/6,492.7259649,2332.025534
308,2017/3/5,513.1653518,2317.541299
307,2017/3/4,517.2776252,2300.942608
306,2017/3/3,525.2164714,2345.507426
305,2017/3/2,514.6041802,2291.562039
304,2017/3/1,494.8834145,2215.227432
303,2017/2/28,494.8834145,2134.476475
302,2017/2/27,513.005565,2135.827828
301,2017/2/26,512.6300677,2108.334576
300,2017/2/25,511.1430048,2047.808366
299,2017/2/24,530.6404409,2094.782904
298,2017/2/23,470.3088278,2103.62325
297,2017/2/22,489.3928154,1997.060932
296,2017/2/21,470.7225073,2001.011344
295,2017/2/20,475.4573296,1930.235892
294,2017/2/19,493.7457187,1885.245268
293,2017/2/18,514.6398914,1893.073379
292,2017/2/17,529.0355495,1890.038525
291,2017/2/16,539.4180058,1856.113859
290,2017/2/15,561.8066109,1815.234639
289,2017/2/14,575.661915,1816.971845
288,2017/2/13,598.3398459,1777.551944
287,2017/2/12,618.9563702,1785.536988
286,2017/2/11,639.0041612,1802.849261
285,2017/2/10,664.2868737,1770.233166
284,2017/2/9,538.7130855,1749.557673
283,2017/2/8,561.6303572,1874.801064
282,2017/2/7,571.1348355,1869.778414
281,2017/2/6,594.9938028,1824.051393
280,2017/2/5,610.3323323,1811.027108
279,2017/2/4,630.1625131,1838.746924
278,2017/2/3,656.6789849,1805.894962
277,2017/2/2,676.865945,1793.862495
276,2017/2/1,700.297867,1757.550234
275,2017/1/31,700.297867,1726.512763
274,2017/1/30,729.3366713,1650.142729
273,2017/1/29,758.0347167,1635.471486
272,2017/1/28,790.3051226,1645.550408
271,2017/1/27,823.9283226,1640.557501
270,2017/1/26,849.4811684,1636.745618
269,2017/1/25,885.1640107,1598.356644
268,2017/1/24,889.751097,1585.632276
267,2017/1/23,927.4841459,1644.033082
266,2017/1/22,966.481184,1642.997961
265,2017/1/21,993.5509479,1645.850845
264,2017/1/20,1034.575174,1596.867672
263,2017/1/19,1070.031414,1604.517307
262,2017/1/18,1094.400823,1564.328999
261,2017/1/17,1027.33487,1613.846449
260,2017/1/16,1070.804228,1486.615191
259,2017/1/15,1116.371099,1475.927448
258,2017/1/14,1162.5433,1469.408086
257,2017/1/13,1202.697073,1477.265662
256,2017/1/12,1249.888419,1438.008742
